date_of_birth,yearofbirth,monthofbirth,dayofbirth,number_of_people
1905_04_06,1905,4,6,1
1905_04_07,1905,4,7,3
1905_04_08,1905,4,8,1
1905_04_09,1905,4,9,1
1905_04_10,1905,4,10,1
1905_04_11,1905,4,11,1
1905_04_13,1905,4,13,2
1905_04_14,1905,4,14,2
1905_04_15,1905,4,15,3
1905_04_16,1905,4,16,2
1905_04_17,1905,4,17,1
1905_04_20,1905,4,20,1
1905_04_21,1905,4,21,3
1905_04_22,1905,4,22,3
1905_04_23,1905,4,23,2
1905_04_24,1905,4,24,1
1905_04_25,1905,4,25,2
1905_04_26,1905,4,26,1
1905_04_30,1905,4,30,2
1905_05_01,1905,5,1,1
1905_05_02,1905,5,2,1
1905_05_03,1905,5,3,4
1905_05_04,1905,5,4,2
1905_05_05,1905,5,5,4
1905_05_06,1905,5,6,1
1905_05_07,1905,5,7,2
1905_05_09,1905,5,9,1
1905_05_12,1905,5,12,2
1905_05_13,1905,5,13,1
1905_05_14,1905,5,14,1
1905_05_15,1905,5,15,2
1905_05_16,1905,5,16,1
1905_05_18,1905,5,18,1
1905_05_19,1905,5,19,2
1905_05_20,1905,5,20,2
1905_05_21,1905,5,21,3
1905_05_22,1905,5,22,1
1905_05_24,1905,5,24,3
1905_05_26,1905,5,26,2
1905_05_27,1905,5,27,1
1905_05_28,1905,5,28,1
1905_05_29,1905,5,29,1
1905_05_30,1905,5,30,1
1905_05_31,1905,5,31,1
1905_06_01,1905,6,1,1
1905_06_03,1905,6,3,3
1905_06_05,1905,6,5,1
1905_06_07,1905,6,7,2
1905_06_08,1905,6,8,2
1905_06_10,1905,6,10,1
1905_06_11,1905,6,11,1
1905_06_14,1905,6,14,1
1905_06_16,1905,6,16,2
1905_06_17,1905,6,17,1
1905_06_18,1905,6,18,1
1905_06_20,1905,6,20,2
1905_06_21,1905,6,21,3
1905_06_22,1905,6,22,1
1905_06_23,1905,6,23,1
1905_06_24,1905,6,24,2
1905_06_25,1905,6,25,1
1905_06_28,1905,6,28,2
1905_06_29,1905,6,29,2
1905_06_30,1905,6,30,1
1905_07_01,1905,7,1,1
1905_07_02,1905,7,2,3
1905_07_04,1905,7,4,1
1905_07_05,1905,7,5,1
1905_07_06,1905,7,6,2
1905_07_07,1905,7,7,1
1905_07_09,1905,7,9,1
1905_07_10,1905,7,10,2
1905_07_11,1905,7,11,1
1905_07_12,1905,7,12,2
1905_07_14,1905,7,14,4
1905_07_15,1905,7,15,2
1905_07_16,1905,7,16,2
1905_07_17,1905,7,17,1
1905_07_18,1905,7,18,1
1905_07_21,1905,7,21,2
1905_07_22,1905,7,22,2
1905_07_25,1905,7,25,2
1905_07_27,1905,7,27,1
1905_07_28,1905,7,28,1
1905_07_29,1905,7,29,1
1905_07_30,1905,7,30,1
1905_08_01,1905,8,1,4
1905_08_02,1905,8,2,1
1905_08_03,1905,8,3,1
1905_08_05,1905,8,5,1
1905_08_06,1905,8,6,2
1905_08_07,1905,8,7,1
1905_08_08,1905,8,8,1
1905_08_09,1905,8,9,2
1905_08_10,1905,8,10,1
1905_08_12,1905,8,12,2
1905_08_13,1905,8,13,1
1905_08_14,1905,8,14,1
1905_08_15,1905,8,15,2
1905_08_17,1905,8,17,1
1905_08_18,1905,8,18,1
1905_08_20,1905,8,20,1
1905_08_22,1905,8,22,1
1905_08_23,1905,8,23,1
1905_08_25,1905,8,25,1
1905_08_27,1905,8,27,3
1905_08_28,1905,8,28,2
1905_08_29,1905,8,29,2
1905_08_30,1905,8,30,1
1905_08_31,1905,8,31,3
1905_09_01,1905,9,1,1
1905_09_02,1905,9,2,1
1905_09_03,1905,9,3,4
1905_09_04,1905,9,4,2
1905_09_05,1905,9,5,1
1905_09_06,1905,9,6,2
1905_09_08,1905,9,8,2
1905_09_09,1905,9,9,2
1905_09_10,1905,9,10,3
1905_09_12,1905,9,12,1
1905_09_13,1905,9,13,1
1905_09_16,1905,9,16,3
1905_09_18,1905,9,18,4
1905_09_20,1905,9,20,2
1905_09_21,1905,9,21,2
1905_09_22,1905,9,22,3
1905_09_23,1905,9,23,2
1905_09_24,1905,9,24,4
1905_09_25,1905,9,25,1
1905_09_26,1905,9,26,2
1905_09_28,1905,9,28,2
1905_09_29,1905,9,29,2
1905_09_30,1905,9,30,3
1905_10_01,1905,10,1,2
1905_10_03,1905,10,3,1
1905_10_04,1905,10,4,2
1905_10_05,1905,10,5,5
1905_10_06,1905,10,6,1
1905_10_07,1905,10,7,1
1905_10_08,1905,10,8,3
1905_10_09,1905,10,9,1
1905_10_10,1905,10,10,3
1905_10_12,1905,10,12,1
1905_10_13,1905,10,13,6
1905_10_14,1905,10,14,1
1905_10_15,1905,10,15,2
1905_10_17,1905,10,17,2
1905_10_18,1905,10,18,4
1905_10_19,1905,10,19,1
1905_10_20,1905,10,20,2
1905_10_21,1905,10,21,3
1905_10_23,1905,10,23,3
1905_10_24,1905,10,24,1
1905_10_26,1905,10,26,1
1905_10_28,1905,10,28,2
1905_11_02,1905,11,2,1
1905_11_03,1905,11,3,1
1905_11_04,1905,11,4,1
1905_11_05,1905,11,5,2
1905_11_06,1905,11,6,2
1905_11_07,1905,11,7,2
1905_11_08,1905,11,8,2
1905_11_09,1905,11,9,1
1905_11_11,1905,11,11,2
1905_11_12,1905,11,12,1
1905_11_13,1905,11,13,3
1905_11_14,1905,11,14,2
1905_11_15,1905,11,15,1
1905_11_16,1905,11,16,6
1905_11_17,1905,11,17,1
1905_11_18,1905,11,18,1
1905_11_19,1905,11,19,3
1905_11_20,1905,11,20,1
1905_11_21,1905,11,21,2
1905_11_22,1905,11,22,2
1905_11_25,1905,11,25,4
1905_11_26,1905,11,26,3
1905_11_27,1905,11,27,1
1905_11_28,1905,11,28,3
1905_11_29,1905,11,29,1
1905_11_30,1905,11,30,1
1905_12_01,1905,12,1,2
1905_12_02,1905,12,2,1
1905_12_03,1905,12,3,1
1905_12_05,1905,12,5,1
1905_12_06,1905,12,6,2
1905_12_07,1905,12,7,1
1905_12_08,1905,12,8,1
1905_12_09,1905,12,9,2
1905_12_10,1905,12,10,1
1905_12_12,1905,12,12,4
1905_12_14,1905,12,14,3
1905_12_15,1905,12,15,3
1905_12_16,1905,12,16,4
1905_12_17,1905,12,17,1
1905_12_18,1905,12,18,1
1905_12_20,1905,12,20,1
1905_12_22,1905,12,22,1
1905_12_25,1905,12,25,1
1905_12_27,1905,12,27,2
1905_12_28,1905,12,28,3
1905_12_29,1905,12,29,1
1905_12_31,1905,12,31,1
1906_01_01,1906,1,1,14
1906_01_02,1906,1,2,4
1906_01_03,1906,1,3,1
1906_01_04,1906,1,4,3
1906_01_06,1906,1,6,4
1906_01_07,1906,1,7,1
1906_01_08,1906,1,8,1
1906_01_10,1906,1,10,2
1906_01_11,1906,1,11,3
1906_01_12,1906,1,12,1
1906_01_14,1906,1,14,4
1906_01_16,1906,1,16,1
1906_01_18,1906,1,18,1
1906_01_20,1906,1,20,1
1906_01_22,1906,1,22,1
1906_01_23,1906,1,23,1
1906_01_24,1906,1,24,1
1906_01_25,1906,1,25,1
1906_01_26,1906,1,26,1
1906_01_27,1906,1,27,2
1906_01_28,1906,1,28,1
1906_01_29,1906,1,29,3
1906_02_01,1906,2,1,2
1906_02_02,1906,2,2,1
1906_02_04,1906,2,4,5
1906_02_06,1906,2,6,3
1906_02_10,1906,2,10,8
1906_02_11,1906,2,11,1
1906_02_12,1906,2,12,1
1906_02_13,1906,2,13,2
1906_02_14,1906,2,14,4
1906_02_15,1906,2,15,3
1906_02_16,1906,2,16,2
1906_02_18,1906,2,18,1
1906_02_19,1906,2,19,2
1906_02_20,1906,2,20,2
1906_02_21,1906,2,21,2
1906_02_22,1906,2,22,4
1906_02_23,1906,2,23,1
1906_02_24,1906,2,24,2
1906_02_26,1906,2,26,4
1906_02_27,1906,2,27,3
1906_02_28,1906,2,28,1
1906_03_01,1906,3,1,1
1906_03_02,1906,3,2,2
1906_03_03,1906,3,3,2
1906_03_05,1906,3,5,1
1906_03_06,1906,3,6,4
1906_03_08,1906,3,8,2
1906_03_09,1906,3,9,1
1906_03_11,1906,3,11,3
1906_03_12,1906,3,12,3
1906_03_13,1906,3,13,4
1906_03_14,1906,3,14,2
1906_03_15,1906,3,15,5
1906_03_17,1906,3,17,2
1906_03_19,1906,3,19,3
1906_03_20,1906,3,20,1
1906_03_21,1906,3,21,4
1906_03_23,1906,3,23,3
1906_03_24,1906,3,24,1
1906_03_25,1906,3,25,2
1906_03_26,1906,3,26,2
1906_03_27,1906,3,27,3
1906_03_28,1906,3,28,1
1906_03_29,1906,3,29,1
1906_03_31,1906,3,31,3
1906_04_01,1906,4,1,2
1906_04_02,1906,4,2,3
1906_04_03,1906,4,3,2
1906_04_05,1906,4,5,2
1906_04_06,1906,4,6,2
1906_04_07,1906,4,7,2
1906_04_08,1906,4,8,3
1906_04_09,1906,4,9,1
1906_04_11,1906,4,11,4
1906_04_12,1906,4,12,4
1906_04_13,1906,4,13,1
1906_04_14,1906,4,14,2
1906_04_15,1906,4,15,1
1906_04_16,1906,4,16,2
1906_04_17,1906,4,17,2
1906_04_18,1906,4,18,2
1906_04_19,1906,4,19,3
1906_04_20,1906,4,20,2
1906_04_21,1906,4,21,1
1906_04_22,1906,4,22,2
1906_04_24,1906,4,24,1
1906_04_25,1906,4,25,1
1906_04_26,1906,4,26,1
1906_04_28,1906,4,28,3
1906_04_29,1906,4,29,2
1906_05_01,1906,5,1,5
1906_05_02,1906,5,2,1
1906_05_03,1906,5,3,2
1906_05_04,1906,5,4,1
1906_05_07,1906,5,7,2
1906_05_08,1906,5,8,4
1906_05_10,1906,5,10,3
1906_05_11,1906,5,11,3
1906_05_12,1906,5,12,5
1906_05_13,1906,5,13,1
1906_05_14,1906,5,14,1
1906_05_15,1906,5,15,4
1906_05_16,1906,5,16,3
1906_05_17,1906,5,17,2
1906_05_19,1906,5,19,3
1906_05_22,1906,5,22,1
1906_05_24,1906,5,24,1
1906_05_25,1906,5,25,2
1906_05_26,1906,5,26,3
1906_05_27,1906,5,27,3
1906_05_28,1906,5,28,2
1906_05_29,1906,5,29,3
1906_05_30,1906,5,30,1
1906_05_31,1906,5,31,2
1906_06_01,1906,6,1,8
1906_06_02,1906,6,2,5
1906_06_03,1906,6,3,2
1906_06_05,1906,6,5,1
1906_06_06,1906,6,6,6
1906_06_07,1906,6,7,2
1906_06_08,1906,6,8,3
1906_06_10,1906,6,10,2
1906_06_11,1906,6,11,3
1906_06_12,1906,6,12,4
1906_06_14,1906,6,14,1
1906_06_15,1906,6,15,1
1906_06_16,1906,6,16,2
1906_06_17,1906,6,17,1
1906_06_18,1906,6,18,1
1906_06_20,1906,6,20,2
1906_06_21,1906,6,21,1
1906_06_22,1906,6,22,2
1906_06_23,1906,6,23,4
1906_06_24,1906,6,24,5
1906_06_25,1906,6,25,2
1906_06_26,1906,6,26,1
1906_06_28,1906,6,28,1
1906_06_29,1906,6,29,3
1906_06_30,1906,6,30,3
1906_07_01,1906,7,1,1
1906_07_02,1906,7,2,1
1906_07_03,1906,7,3,2
1906_07_04,1906,7,4,3
1906_07_05,1906,7,5,2
1906_07_06,1906,7,6,1
1906_07_07,1906,7,7,6
1906_07_10,1906,7,10,2
1906_07_11,1906,7,11,2
1906_07_12,1906,7,12,2
1906_07_14,1906,7,14,2
1906_07_15,1906,7,15,2
1906_07_17,1906,7,17,2
1906_07_18,1906,7,18,8
1906_07_19,1906,7,19,2
1906_07_20,1906,7,20,2
1906_07_21,1906,7,21,1
1906_07_22,1906,7,22,1
1906_07_23,1906,7,23,3
1906_07_25,1906,7,25,3
1906_07_26,1906,7,26,2
1906_07_27,1906,7,27,4
1906_07_29,1906,7,29,2
1906_07_30,1906,7,30,4
1906_07_31,1906,7,31,1
1906_08_02,1906,8,2,1
1906_08_03,1906,8,3,1
1906_08_04,1906,8,4,1
1906_08_05,1906,8,5,3
1906_08_06,1906,8,6,2
1906_08_07,1906,8,7,2
1906_08_08,1906,8,8,2
1906_08_09,1906,8,9,3
1906_08_10,1906,8,10,3
1906_08_11,1906,8,11,2
1906_08_12,1906,8,12,1
1906_08_13,1906,8,13,1
1906_08_14,1906,8,14,2
1906_08_15,1906,8,15,2
1906_08_16,1906,8,16,2
1906_08_17,1906,8,17,2
1906_08_19,1906,8,19,1
1906_08_20,1906,8,20,5
1906_08_21,1906,8,21,4
1906_08_22,1906,8,22,2
1906_08_23,1906,8,23,1
1906_08_24,1906,8,24,3
1906_08_25,1906,8,25,3
1906_08_26,1906,8,26,1
1906_08_27,1906,8,27,3
1906_08_28,1906,8,28,3
1906_08_30,1906,8,30,3
1906_08_31,1906,8,31,5
1906_09_01,1906,9,1,2
1906_09_03,1906,9,3,1
1906_09_04,1906,9,4,4
1906_09_05,1906,9,5,3
1906_09_06,1906,9,6,2
1906_09_07,1906,9,7,2
1906_09_09,1906,9,9,2
1906_09_10,1906,9,10,2
1906_09_11,1906,9,11,4
1906_09_12,1906,9,12,1
1906_09_13,1906,9,13,2
1906_09_14,1906,9,14,3
1906_09_15,1906,9,15,2
1906_09_16,1906,9,16,4
1906_09_17,1906,9,17,2
1906_09_18,1906,9,18,3
1906_09_19,1906,9,19,3
1906_09_20,1906,9,20,1
1906_09_21,1906,9,21,2
1906_09_22,1906,9,22,1
1906_09_23,1906,9,23,2
1906_09_24,1906,9,24,4
1906_09_25,1906,9,25,3
1906_09_26,1906,9,26,1
1906_09_27,1906,9,27,2
1906_09_28,1906,9,28,2
1906_09_30,1906,9,30,2
1906_10_01,1906,10,1,1
1906_10_02,1906,10,2,5
1906_10_03,1906,10,3,3
1906_10_04,1906,10,4,3
1906_10_05,1906,10,5,1
1906_10_06,1906,10,6,1
1906_10_07,1906,10,7,2
1906_10_08,1906,10,8,1
1906_10_09,1906,10,9,2
1906_10_10,1906,10,10,4
1906_10_11,1906,10,11,5
1906_10_12,1906,10,12,3
1906_10_13,1906,10,13,3
1906_10_15,1906,10,15,3
1906_10_16,1906,10,16,1
1906_10_17,1906,10,17,2
1906_10_18,1906,10,18,4
1906_10_19,1906,10,19,3
1906_10_21,1906,10,21,2
1906_10_22,1906,10,22,3
1906_10_24,1906,10,24,1
1906_10_26,1906,10,26,2
1906_10_27,1906,10,27,2
1906_10_28,1906,10,28,2
1906_10_30,1906,10,30,1
1906_11_01,1906,11,1,2
1906_11_02,1906,11,2,6
1906_11_03,1906,11,3,3
1906_11_04,1906,11,4,1
1906_11_05,1906,11,5,1
1906_11_06,1906,11,6,1
1906_11_07,1906,11,7,1
1906_11_08,1906,11,8,3
1906_11_09,1906,11,9,2
1906_11_10,1906,11,10,4
1906_11_11,1906,11,11,2
1906_11_12,1906,11,12,4
1906_11_13,1906,11,13,2
1906_11_14,1906,11,14,3
1906_11_15,1906,11,15,4
1906_11_16,1906,11,16,1
1906_11_17,1906,11,17,3
1906_11_18,1906,11,18,3
1906_11_19,1906,11,19,1
1906_11_20,1906,11,20,3
1906_11_21,1906,11,21,1
1906_11_22,1906,11,22,1
1906_11_23,1906,11,23,2
1906_11_24,1906,11,24,3
1906_11_25,1906,11,25,2
1906_11_26,1906,11,26,1
1906_11_29,1906,11,29,2
1906_12_01,1906,12,1,4
1906_12_03,1906,12,3,4
1906_12_04,1906,12,4,3
1906_12_06,1906,12,6,2
1906_12_07,1906,12,7,3
1906_12_08,1906,12,8,4
1906_12_09,1906,12,9,3
1906_12_10,1906,12,10,1
1906_12_11,1906,12,11,3
1906_12_12,1906,12,12,2
1906_12_13,1906,12,13,3
1906_12_14,1906,12,14,1
1906_12_15,1906,12,15,5
1906_12_16,1906,12,16,2
1906_12_17,1906,12,17,2
1906_12_18,1906,12,18,2
1906_12_20,1906,12,20,2
1906_12_21,1906,12,21,1
1906_12_23,1906,12,23,3
1906_12_24,1906,12,24,1
1906_12_25,1906,12,25,7
1906_12_27,1906,12,27,1
1906_12_28,1906,12,28,1
1906_12_29,1906,12,29,2
1906_12_30,1906,12,30,2
1906_12_31,1906,12,31,3
1907_01_01,1907,1,1,12
1907_01_03,1907,1,3,2
1907_01_04,1907,1,4,1
1907_01_05,1907,1,5,2
1907_01_06,1907,1,6,2
1907_01_07,1907,1,7,2
1907_01_08,1907,1,8,1
1907_01_09,1907,1,9,2
1907_01_10,1907,1,10,4
1907_01_11,1907,1,11,3
1907_01_12,1907,1,12,2
1907_01_13,1907,1,13,4
1907_01_14,1907,1,14,3
1907_01_15,1907,1,15,6
1907_01_16,1907,1,16,2
1907_01_17,1907,1,17,2
1907_01_18,1907,1,18,2
1907_01_19,1907,1,19,5
1907_01_20,1907,1,20,2
1907_01_21,1907,1,21,2
1907_01_22,1907,1,22,2
1907_01_23,1907,1,23,3
1907_01_24,1907,1,24,4
1907_01_25,1907,1,25,1
1907_01_26,1907,1,26,1
1907_01_27,1907,1,27,3
1907_01_28,1907,1,28,1
1907_01_29,1907,1,29,5
1907_01_30,1907,1,30,3
1907_01_31,1907,1,31,1
1907_02_01,1907,2,1,4
1907_02_02,1907,2,2,2
1907_02_03,1907,2,3,2
1907_02_04,1907,2,4,1
1907_02_05,1907,2,5,1
1907_02_06,1907,2,6,1
1907_02_08,1907,2,8,1
1907_02_09,1907,2,9,2
1907_02_10,1907,2,10,2
1907_02_13,1907,2,13,2
1907_02_14,1907,2,14,2
1907_02_15,1907,2,15,2
1907_02_16,1907,2,16,2
1907_02_17,1907,2,17,2
1907_02_18,1907,2,18,2
1907_02_19,1907,2,19,2
1907_02_21,1907,2,21,1
1907_02_22,1907,2,22,2
1907_02_23,1907,2,23,1
1907_02_24,1907,2,24,1
1907_02_25,1907,2,25,1
1907_02_26,1907,2,26,2
1907_02_27,1907,2,27,1
1907_02_28,1907,2,28,2
1907_03_01,1907,3,1,3
1907_03_02,1907,3,2,2
1907_03_03,1907,3,3,1
1907_03_04,1907,3,4,6
1907_03_05,1907,3,5,5
1907_03_06,1907,3,6,3
1907_03_07,1907,3,7,2
1907_03_08,1907,3,8,2
1907_03_09,1907,3,9,3
1907_03_10,1907,3,10,5
1907_03_11,1907,3,11,2
1907_03_12,1907,3,12,5
1907_03_13,1907,3,13,4
1907_03_14,1907,3,14,5
1907_03_15,1907,3,15,1
1907_03_16,1907,3,16,2
1907_03_17,1907,3,17,1
1907_03_18,1907,3,18,3
1907_03_19,1907,3,19,4
1907_03_20,1907,3,20,4
1907_03_21,1907,3,21,1
1907_03_22,1907,3,22,2
1907_03_23,1907,3,23,5
1907_03_24,1907,3,24,3
1907_03_25,1907,3,25,2
1907_03_26,1907,3,26,3
1907_03_27,1907,3,27,2
1907_03_28,1907,3,28,1
1907_03_29,1907,3,29,2
1907_03_30,1907,3,30,2
1907_03_31,1907,3,31,1
1907_04_01,1907,4,1,1
1907_04_02,1907,4,2,3
1907_04_03,1907,4,3,2
1907_04_04,1907,4,4,2
1907_04_06,1907,4,6,2
1907_04_07,1907,4,7,3
1907_04_08,1907,4,8,1
1907_04_09,1907,4,9,2
1907_04_10,1907,4,10,1
1907_04_11,1907,4,11,3
1907_04_12,1907,4,12,1
1907_04_13,1907,4,13,5
1907_04_14,1907,4,14,1
1907_04_15,1907,4,15,4
1907_04_16,1907,4,16,2
1907_04_17,1907,4,17,4
1907_04_18,1907,4,18,1
1907_04_19,1907,4,19,4
1907_04_20,1907,4,20,1
1907_04_21,1907,4,21,2
1907_04_22,1907,4,22,2
1907_04_23,1907,4,23,1
1907_04_24,1907,4,24,2
1907_04_25,1907,4,25,3
1907_04_26,1907,4,26,3
1907_04_28,1907,4,28,5
1907_04_29,1907,4,29,4
1907_04_30,1907,4,30,4
1907_05_01,1907,5,1,2
1907_05_02,1907,5,2,2
1907_05_03,1907,5,3,2
1907_05_04,1907,5,4,1
1907_05_05,1907,5,5,1
1907_05_06,1907,5,6,4
1907_05_08,1907,5,8,2
1907_05_09,1907,5,9,3
1907_05_10,1907,5,10,2
1907_05_11,1907,5,11,5
1907_05_12,1907,5,12,2
1907_05_13,1907,5,13,2
1907_05_14,1907,5,14,1
1907_05_15,1907,5,15,3
1907_05_16,1907,5,16,1
1907_05_17,1907,5,17,5
1907_05_18,1907,5,18,8
1907_05_19,1907,5,19,2
1907_05_20,1907,5,20,2
1907_05_21,1907,5,21,2
1907_05_22,1907,5,22,3
1907_05_23,1907,5,23,3
1907_05_24,1907,5,24,3
1907_05_25,1907,5,25,4
1907_05_27,1907,5,27,2
1907_05_28,1907,5,28,1
1907_05_29,1907,5,29,2
1907_05_30,1907,5,30,2
1907_06_01,1907,6,1,3
1907_06_02,1907,6,2,2
1907_06_03,1907,6,3,4
1907_06_04,1907,6,4,2
1907_06_05,1907,6,5,3
1907_06_06,1907,6,6,4
1907_06_07,1907,6,7,1
1907_06_08,1907,6,8,3
1907_06_09,1907,6,9,8
1907_06_10,1907,6,10,1
1907_06_11,1907,6,11,3
1907_06_12,1907,6,12,1
1907_06_13,1907,6,13,2
1907_06_14,1907,6,14,3
1907_06_15,1907,6,15,4
1907_06_16,1907,6,16,2
1907_06_18,1907,6,18,4
1907_06_19,1907,6,19,1
1907_06_20,1907,6,20,2
1907_06_21,1907,6,21,4
1907_06_22,1907,6,22,3
1907_06_23,1907,6,23,3
1907_06_24,1907,6,24,2
1907_06_25,1907,6,25,5
1907_06_26,1907,6,26,4
1907_06_28,1907,6,28,1
1907_06_29,1907,6,29,3
1907_06_30,1907,6,30,2
1907_07_01,1907,7,1,3
1907_07_03,1907,7,3,2
1907_07_04,1907,7,4,2
1907_07_05,1907,7,5,2
1907_07_06,1907,7,6,2
1907_07_07,1907,7,7,5
1907_07_08,1907,7,8,3
1907_07_09,1907,7,9,2
1907_07_10,1907,7,10,6
1907_07_11,1907,7,11,4
1907_07_12,1907,7,12,3
1907_07_13,1907,7,13,4
1907_07_14,1907,7,14,2
1907_07_15,1907,7,15,4
1907_07_16,1907,7,16,1
1907_07_17,1907,7,17,1
1907_07_18,1907,7,18,3
1907_07_19,1907,7,19,4
1907_07_20,1907,7,20,2
1907_07_21,1907,7,21,1
1907_07_23,1907,7,23,3
1907_07_24,1907,7,24,2
1907_07_25,1907,7,25,4
1907_07_26,1907,7,26,2
1907_07_27,1907,7,27,3
1907_07_28,1907,7,28,3
1907_07_29,1907,7,29,2
1907_07_30,1907,7,30,1
1907_07_31,1907,7,31,2
1907_08_01,1907,8,1,2
1907_08_02,1907,8,2,4
1907_08_03,1907,8,3,4
1907_08_04,1907,8,4,2
1907_08_05,1907,8,5,1
1907_08_06,1907,8,6,2
1907_08_07,1907,8,7,3
1907_08_08,1907,8,8,4
1907_08_09,1907,8,9,5
1907_08_10,1907,8,10,5
1907_08_11,1907,8,11,4
1907_08_12,1907,8,12,3
1907_08_13,1907,8,13,4
1907_08_14,1907,8,14,3
1907_08_15,1907,8,15,1
1907_08_16,1907,8,16,2
1907_08_17,1907,8,17,6
1907_08_18,1907,8,18,1
1907_08_19,1907,8,19,1
1907_08_20,1907,8,20,5
1907_08_21,1907,8,21,3
1907_08_22,1907,8,22,1
1907_08_23,1907,8,23,1
1907_08_24,1907,8,24,1
1907_08_25,1907,8,25,4
1907_08_26,1907,8,26,1
1907_08_28,1907,8,28,4
1907_08_29,1907,8,29,4
1907_08_30,1907,8,30,3
1907_08_31,1907,8,31,4
1907_09_01,1907,9,1,2
1907_09_02,1907,9,2,3
1907_09_03,1907,9,3,3
1907_09_04,1907,9,4,5
1907_09_05,1907,9,5,2
1907_09_06,1907,9,6,2
1907_09_07,1907,9,7,5
1907_09_08,1907,9,8,2
1907_09_09,1907,9,9,1
1907_09_10,1907,9,10,4
1907_09_11,1907,9,11,1
1907_09_12,1907,9,12,6
1907_09_13,1907,9,13,2
1907_09_14,1907,9,14,2
1907_09_15,1907,9,15,4
1907_09_16,1907,9,16,3
1907_09_17,1907,9,17,1
1907_09_18,1907,9,18,2
1907_09_19,1907,9,19,3
1907_09_21,1907,9,21,4
1907_09_23,1907,9,23,4
1907_09_24,1907,9,24,3
1907_09_25,1907,9,25,2
1907_09_26,1907,9,26,2
1907_09_27,1907,9,27,3
1907_09_28,1907,9,28,1
1907_09_29,1907,9,29,2
1907_10_01,1907,10,1,2
1907_10_02,1907,10,2,2
1907_10_03,1907,10,3,1
1907_10_04,1907,10,4,1
1907_10_05,1907,10,5,3
1907_10_07,1907,10,7,1
1907_10_08,1907,10,8,5
1907_10_10,1907,10,10,6
1907_10_12,1907,10,12,5
1907_10_13,1907,10,13,2
1907_10_14,1907,10,14,5
1907_10_15,1907,10,15,2
1907_10_16,1907,10,16,4
1907_10_17,1907,10,17,5
1907_10_18,1907,10,18,3
1907_10_20,1907,10,20,2
1907_10_21,1907,10,21,2
1907_10_22,1907,10,22,6
1907_10_25,1907,10,25,1
1907_10_26,1907,10,26,1
1907_10_27,1907,10,27,3
1907_10_28,1907,10,28,2
1907_10_29,1907,10,29,3
1907_10_30,1907,10,30,1
1907_11_01,1907,11,1,4
1907_11_02,1907,11,2,5
1907_11_03,1907,11,3,4
1907_11_04,1907,11,4,5
1907_11_05,1907,11,5,3
1907_11_06,1907,11,6,1
1907_11_07,1907,11,7,3
1907_11_08,1907,11,8,1
1907_11_09,1907,11,9,3
1907_11_10,1907,11,10,3
1907_11_11,1907,11,11,6
1907_11_12,1907,11,12,2
1907_11_13,1907,11,13,5
1907_11_14,1907,11,14,1
1907_11_15,1907,11,15,4
1907_11_16,1907,11,16,1
1907_11_17,1907,11,17,4
1907_11_18,1907,11,18,2
1907_11_19,1907,11,19,4
1907_11_20,1907,11,20,2
1907_11_21,1907,11,21,4
1907_11_23,1907,11,23,3
1907_11_24,1907,11,24,3
1907_11_25,1907,11,25,1
1907_11_28,1907,11,28,1
1907_11_29,1907,11,29,5
1907_11_30,1907,11,30,1
1907_12_02,1907,12,2,3
1907_12_03,1907,12,3,1
1907_12_04,1907,12,4,3
1907_12_06,1907,12,6,2
1907_12_07,1907,12,7,2
1907_12_08,1907,12,8,4
1907_12_09,1907,12,9,1
1907_12_10,1907,12,10,2
1907_12_11,1907,12,11,1
1907_12_12,1907,12,12,3
1907_12_13,1907,12,13,4
1907_12_14,1907,12,14,3
1907_12_15,1907,12,15,5
1907_12_16,1907,12,16,4
1907_12_17,1907,12,17,3
1907_12_19,1907,12,19,1
1907_12_20,1907,12,20,4
1907_12_21,1907,12,21,2
1907_12_22,1907,12,22,1
1907_12_23,1907,12,23,3
1907_12_24,1907,12,24,2
1907_12_25,1907,12,25,3
1907_12_26,1907,12,26,2
1907_12_27,1907,12,27,4
1907_12_28,1907,12,28,2
1907_12_29,1907,12,29,3
1907_12_30,1907,12,30,2
1907_12_31,1907,12,31,3
1908_01_01,1908,1,1,14
1908_01_03,1908,1,3,3
1908_01_04,1908,1,4,1
1908_01_06,1908,1,6,3
1908_01_07,1908,1,7,1
1908_01_08,1908,1,8,4
1908_01_09,1908,1,9,3
1908_01_10,1908,1,10,3
1908_01_11,1908,1,11,2
1908_01_12,1908,1,12,1
1908_01_13,1908,1,13,7
1908_01_14,1908,1,14,5
1908_01_15,1908,1,15,4
1908_01_16,1908,1,16,1
1908_01_17,1908,1,17,5
1908_01_18,1908,1,18,2
1908_01_19,1908,1,19,2
1908_01_20,1908,1,20,5
1908_01_21,1908,1,21,2
1908_01_22,1908,1,22,5
1908_01_23,1908,1,23,1
1908_01_24,1908,1,24,2
1908_01_25,1908,1,25,1
1908_01_26,1908,1,26,5
1908_01_27,1908,1,27,2
1908_01_28,1908,1,28,2
1908_01_29,1908,1,29,1
1908_01_30,1908,1,30,4
1908_01_31,1908,1,31,3
1908_02_01,1908,2,1,1
1908_02_02,1908,2,2,3
1908_02_03,1908,2,3,2
1908_02_04,1908,2,4,1
1908_02_05,1908,2,5,1
1908_02_06,1908,2,6,1
1908_02_07,1908,2,7,1
